rid,customer_id,car_vin,date,odometer,complain
700,73,78ZWGDQBLUPPH3NW,2022-11-29,99845,tire pressure warning keeps coming back
701,182,A1RYZTBVHUAZUN6F,2025-04-19,163730,ac is blowing warm air
702,109,UMKVGG4NP4D8J2X7,2023-10-18,95208,power windows stopped working
703,14,M642PW5UESDRBTA3,2024-10-18,123887,car wont start in the morning
704,374,BAYKIS11D2MRMTXJ,2025-01-01,120131,radio cuts in and out
705,62,5J1VRKF4HT69A143,2025-08-14,185380,rough idle at stoplights
706,110,FZJAHSAO2QWKBSEP,2024-10-09,226893,oil leak under the car
707,69,NXPWNUA6TDXJ1WQQ,2021-03-12,110065,ac is blowing warm air
708,497,2YGYZTHQSE0KIVWM,2024-12-09,247133,coolant warning light on
709,19,QBVNPY1AJKPQKBE0,2024-01-28,102584,car wont start in the morning
710,399,FH70M9OHDSRS8ANP,2022-03-12,30806,coolant warning light on
711,70,3UMGTHKTGYLEYO3H,2023-03-19,200936,clutch pedal feels loose
712,224,FLDAA1FWT9UA09W1,2021-07-26,196217,weird vibration at highway speeds
713,55,VPIG3YVR2EU4KB57,2024-04-08,179906,brakes feel spongy
714,401,YCZU80ZRZ79HQTYL,2024-05-20,211427,abs light is on
715,130,MW04U923O359TSUJ,2024-10-03,134561,weird vibration at highway speeds
716,396,8EGP15CA8ZJSW5PQ,2021-03-28,82819,brakes feel spongy
717,341,FLXV5CIX39ELLHLR,2021-01-31,209245,door lock is stuck
718,436,67LM8E49ITE92SRL,2021-02-22,169157,car overheating in traffic
719,247,7UXHVDHGUESXNU4V,2022-07-17,139049,car pulls to the left when braking
720,80,VR40DM9IF826BHYZ,2024-09-22,144425,weird vibration at highway speeds
721,110,E0JXYO6HFD7LTTC9,2020-04-21,130618,clutch pedal feels loose
722,328,VRGSS8K5IJULP98R,2024-03-24,87101,coolant warning light on
723,172,E5GV7P2A2Q9OJF3C,2025-09-22,160492,abs light is on
724,67,7PW35X3X10Y14DSF,2024-03-25,61741,coolant warning light on
725,63,IOFU2NCU22KB8OHL,2020-04-25,5783,battery keeps dying overnight
726,56,WXJ46T9DNZWSS9V6,2022-07-22,132512,power windows stopped working
727,361,AH2XJQ2WDIZHW0VQ,2023-11-12,205673,grinding noise from rear wheels
728,23,L9T15KCK4ZYNFGJ1,2021-04-10,43002,door lock is stuck
729,73,T4ZF3D4D32NKX5ZT,2020-08-24,131498,power windows stopped working
730,30,RRLOA8O34LPQK5FP,2023-02-21,63472,brakes feel spongy
731,49,4JM8C9TFLDY3YGQA,2024-03-24,18075,radio cuts in and out
732,162,I2I397I6YXV2MEOS,2025-01-24,26484,transmission slipping between gears
733,323,XQERBKN3DKVR5NBH,2025-05-19,78601,car pulls to the left when braking
734,92,V06DDG680IUGA4FE,2020-12-24,10353,coolant warning light on
735,14,ESIRQ4TP1NA6KSNJ,2024-06-28,187589,windshield wipers not working
736,44,L0Q4EJHXPTUEDN3J,2025-01-09,92730,rough idle at stoplights
737,187,X0RTMG7C0Q6ULH3X,2025-05-08,223269,abs light is on
738,98,2NGQEUA73ABZGS9W,2020-08-20,168651,exhaust is louder than usual
739,468,EWDS0HPRWZBYWWIM,2025-07-01,32906,car pulls to the left when braking
740,420,V47LZN9UHJPKHF33,2024-08-03,148205,suspension feels bouncy
741,242,IRJUTFVJ839AG77Q,2025-10-17,98309,radio cuts in and out
742,259,F225AA35WFW5Q52D,2025-12-29,167479,door lock is stuck
743,35,3FKEOUBXXQ6MF5QA,2020-11-11,118421,car wont start in the morning
744,229,TOHRNQI7NL7OLKY5,2022-09-23,111530,car pulls to the left when braking
745,456,67KAYP44QI4OPF54,2021-01-20,222341,transmission slipping between gears
746,160,89QSNVYF2ZQOYGWO,2023-12-14,101081,headlights are dim
747,212,FWR0UI1JLMFLUOAY,2024-09-10,32094,fuel efficiency dropped a lot
748,253,XRED8U8NOZEMDMZ5,2025-06-21,62126,tire pressure warning keeps coming back
749,445,NAAXU3K8JB79YJ65,2022-05-15,28246,rough idle at stoplights
750,147,C60CJBMUVHGQK820,2025-12-12,107750,transmission slipping between gears
751,373,KTI221XJ7WWUDQVD,2022-04-28,205175,windshield wipers not working
752,146,O7ERC4R6S34A1NFX,2024-10-10,25148,car wont start in the morning
753,298,WVVSKP30TX8J1CCM,2021-12-04,213494,car pulls to the left when braking
754,106,CGJU2T0JESGQ4BVP,2022-03-07,215364,squealing noise when turning
755,227,VWCT8JBBSXPK48AB,2025-04-09,25154,fuel efficiency dropped a lot
756,314,G770XDHJ5SC36U9C,2020-05-30,75191,smell of burning rubber
757,224,975J2D8CLW3JGEQE,2020-08-18,185681,oil leak under the car
758,118,GSV5E033DZQQ5EB9,2024-01-03,162647,radio cuts in and out
759,40,J2ONVEOX3AKV62ZL,2023-09-25,140237,rough idle at stoplights
760,178,JKS4I2NR1P02JYV6,2024-09-20,187149,abs light is on
761,337,YPIGQX2456IZC0YO,2025-05-27,45146,smoke coming from under hood
762,407,S2UTBTTY9GFYW4I7,2021-09-23,163271,ac is blowing warm air
763,150,YI4PZZJ8XKV4VTCD,2024-11-28,32745,suspension feels bouncy
764,20,8YDR3UES2FX0ZKWI,2022-01-24,223530,exhaust is louder than usual
765,93,NL6DMJLXDW0YCYRN,2022-11-06,169980,clutch pedal feels loose
766,488,5LFOS9DJ9IHJDQDF,2022-01-05,240413,abs light is on
767,416,8VGZSXJZVUV3CB0I,2022-02-08,190248,power windows stopped working
768,342,Z76DD4DA7D0WTWS3,2024-06-06,187508,oil leak under the car
769,103,POZ4XV87UGT47S15,2022-11-23,98849,car pulls to the left when braking
770,399,3K88RHOEHAPM4YQZ,2022-10-27,207522,exhaust is louder than usual
771,278,XYWWSTIO1K7F5OA3,2024-05-14,87300,weird vibration at highway speeds
772,41,ZSB6ZWKHE9I0HN3F,2025-04-10,7274,fuel efficiency dropped a lot
773,100,UQJJ1GJPMH3UQ1AM,2020-07-07,208206,windshield wipers not working
774,10,9AFPP7SDWYQTUV27,2023-06-06,187390,car overheating in traffic
775,246,JC6ON5ZZ679AQLO3,2023-02-10,40549,tire pressure warning keeps coming back
776,94,FX3030A67RL2YJ09,2021-03-16,189187,headlights are dim
777,67,BD9Q8WHT37OJ98BY,2021-01-15,91146,squealing noise when turning
778,497,2YGYZTHQSE0KIVWM,2022-04-24,22443,weird vibration at highway speeds
779,175,OZZ9Z76MH8PU9JN0,2024-10-22,55360,headlights are dim
780,42,D7Z4KSO03W2MROP2,2021-07-11,186511,car pulls to the left when braking
781,410,EE2ABG9SHO5D5AFQ,2023-04-18,190234,engine is making a weird noise
782,23,SILL0NO8OL0V0HXE,2021-12-04,39761,windshield wipers not working
783,277,PDT12SBA62TDO1DF,2025-11-21,29656,abs light is on
784,498,C0TK1QQFVWUO11K0,2022-10-03,112949,transmission slipping between gears
785,337,6DJIN9RG4XV349N1,2023-06-17,86964,abs light is on
786,409,918SLOMEYL6SS1A2,2021-02-13,238717,windshield wipers not working
787,198,A6U48GWGHM56VU6Z,2021-11-19,75373,steering wheel shakes when braking
788,71,TGV46Q71T6JLDJ7P,2020-05-06,45711,transmission slipping between gears
789,301,7V4K88K686QE7AJU,2024-02-15,216946,engine is making a weird noise
790,80,VR40DM9IF826BHYZ,2024-08-11,120138,car overheating in traffic
791,235,YLUYHETKDUWTN5PE,2025-10-09,180192,squealing noise when turning
792,43,6N1RWU1ESEVGC0QT,2024-09-02,93175,battery keeps dying overnight
793,4,RR9VWE77NTTRTIDZ,2023-03-13,215424,car pulls to the left when braking
794,198,A6U48GWGHM56VU6Z,2022-02-27,97157,fuel efficiency dropped a lot
795,303,0JI1T3UZZZULYZLG,2022-02-27,240209,headlights are dim
796,342,Z76DD4DA7D0WTWS3,2021-07-03,86538,steering wheel shakes when braking
797,8,IWPFVB71GHLU8M87,2020-08-16,184405,rough idle at stoplights
798,212,FWR0UI1JLMFLUOAY,2020-11-07,230464,door lock is stuck
799,482,BXQJ7DPFSSBJDX0P,2022-03-28,173559,exhaust is louder than usual
800,166,682R6ZL1KHW8GAKH,2022-12-30,166612,transmission slipping between gears
801,177,A09Q16A3KL0N4L6B,2021-12-15,14236,oil leak under the car
802,410,EE2ABG9SHO5D5AFQ,2024-04-12,191417,squealing noise when turning
803,403,3CNFU2HERSNUN446,2021-12-10,162272,smell of burning rubber
804,211,OPO6J0M3LOUFHW8W,2022-08-07,66270,coolant warning light on
805,166,682R6ZL1KHW8GAKH,2022-10-21,154076,brakes feel spongy
806,173,W0GQ34PGGCBI6QSR,2022-02-24,220671,fuel efficiency dropped a lot
807,57,NIA2Y7VFHPD6VQ81,2022-08-02,224093,suspension feels bouncy
808,253,XRED8U8NOZEMDMZ5,2021-09-01,78516,steering wheel shakes when braking
809,1,QHR133NO3AAMTFPW,2021-12-28,116316,rough idle at stoplights
810,115,HAIH7WFRAC8E3PQK,2022-02-22,112508,weird vibration at highway speeds
811,17,5PNEDL60YOKR78L1,2022-07-31,146242,oil leak under the car
812,473,KNL2LUHHS4DILRZQ,2024-02-28,128899,car pulls to the left when braking
813,314,G770XDHJ5SC36U9C,2022-11-08,119341,radio cuts in and out
814,342,Z76DD4DA7D0WTWS3,2024-01-22,208435,suspension feels bouncy
815,68,HIVDTS8MG00CRZ17,2022-10-17,79521,radio cuts in and out
816,445,NAAXU3K8JB79YJ65,2021-07-01,105589,coolant warning light on
817,30,B20UC87NXP0JF6DN,2025-01-16,10458,battery keeps dying overnight
818,413,B4NTHZM32HZS32D1,2020-03-29,220270,grinding noise from rear wheels
819,157,0V4PSC9J5UGE1G41,2025-11-12,203998,suspension feels bouncy
820,175,OZZ9Z76MH8PU9JN0,2023-01-19,164587,abs light is on
821,410,EE2ABG9SHO5D5AFQ,2024-10-14,70205,suspension feels bouncy
822,32,WAPCQ7VG6N968XF6,2023-08-31,79286,weird vibration at highway speeds
823,250,K9D643J2X9A6TDV9,2025-04-10,30198,power windows stopped working
824,30,YOTWG7NFDINU31EI,2025-02-18,72794,car pulls to the left when braking
825,394,JSFPFMNF7UIWJTA8,2020-06-03,6187,smell of burning rubber
826,226,T8LI72W4OEBMQPJB,2021-07-12,76819,coolant warning light on
827,274,3R4SIP4B8J4ZXD82,2023-01-30,60644,steering wheel shakes when braking
828,382,RGSL55X9E0RAGHKE,2024-03-25,179840,rough idle at stoplights
829,158,TJA622DCFF3TR7WB,2022-11-23,122957,headlights are dim
830,248,05XT54FN5G77LK6H,2021-03-12,188709,headlights are dim
831,78,30X8BNMJSXTDHDX1,2024-11-09,233637,grinding noise from rear wheels
832,41,W4EMM9VASJEVTS1H,2022-12-04,226847,fuel efficiency dropped a lot
833,165,MOCTCLKA9LZ57V4N,2020-04-17,26179,smell of burning rubber
834,350,XRUTT247O0GXAPLI,2025-01-09,213697,car pulls to the left when braking
835,207,WUFUK15U2486D43I,2024-01-08,130943,squealing noise when turning
836,216,NBB4V57YZET3GNDC,2020-01-01,90404,windshield wipers not working
837,161,6V3RZKDU6FOTWFTQ,2025-08-31,147296,squealing noise when turning
838,190,DL7FKNDG1JRJ5XFE,2025-07-05,105757,door lock is stuck
839,66,UV2VXO3PEOJ3M48N,2022-01-10,152580,weird vibration at highway speeds
840,98,I3UDUURWUDKBU0T3,2024-11-16,101452,grinding noise from rear wheels
841,363,TGDK4SNV9RR49HQW,2023-02-13,9888,exhaust is louder than usual
842,248,05XT54FN5G77LK6H,2024-08-02,209875,squealing noise when turning
843,177,A09Q16A3KL0N4L6B,2023-11-06,132001,steering wheel shakes when braking
844,224,FLDAA1FWT9UA09W1,2022-12-18,221222,abs light is on
845,212,FWR0UI1JLMFLUOAY,2025-04-15,23900,clutch pedal feels loose
846,423,8U1QP2WNV2MK48J4,2023-09-18,240800,suspension feels bouncy
847,474,76IMG7ZD3Q0E03YI,2020-05-16,83816,smoke coming from under hood
848,448,TXB1761M3J1HA0W5,2022-09-12,19600,coolant warning light on
849,250,K9D643J2X9A6TDV9,2024-10-18,133582,radio cuts in and out
850,295,13M7PC59P0QVHZJK,2023-05-17,234256,rough idle at stoplights
851,482,BXQJ7DPFSSBJDX0P,2022-10-18,204384,rough idle at stoplights
852,25,JFUPMVL5VECF8OCQ,2022-09-28,155200,smell of burning rubber
853,456,BEAHY5HO37PJPO3C,2020-07-31,232586,door lock is stuck
854,117,JR211PV58Y9N81DJ,2025-09-28,89692,car overheating in traffic
855,240,GTEFR6MQW7673UBL,2020-12-12,193767,engine is making a weird noise
856,374,BAYKIS11D2MRMTXJ,2024-03-25,120153,fuel efficiency dropped a lot
857,292,T1OXHFDXK31WBHTF,2022-05-03,216422,engine is making a weird noise
858,305,ZU1TOZHDV5OJZTO7,2025-06-28,43647,headlights are dim
859,234,1PY6Q9YL16ZV8U0L,2025-04-28,203963,check engine light came on
860,350,XRUTT247O0GXAPLI,2024-08-26,90864,ac is blowing warm air
861,41,ZSB6ZWKHE9I0HN3F,2024-09-26,200915,weird vibration at highway speeds
862,355,RG1YD5MY3GDILK1Q,2023-02-26,183258,weird vibration at highway speeds
863,102,C3BAK73I1RD31TB0,2024-07-08,72676,rough idle at stoplights
864,37,JS18L9GJ4ANLIOBL,2022-09-28,200876,oil leak under the car
865,249,4SMZOCXMZMZ2K1KO,2021-09-08,181754,weird vibration at highway speeds
866,240,GTEFR6MQW7673UBL,2024-09-23,120276,brakes feel spongy
867,368,2ZSA6HA3VMOT4SAY,2022-06-19,122569,clutch pedal feels loose
868,346,DAO13TB25ICCPKLV,2023-02-20,84024,smoke coming from under hood
869,219,8VE00H2K2P3AJFAX,2024-10-19,125992,transmission slipping between gears
870,104,PEVHTZ4VOYBJ7SOY,2021-07-10,238358,power windows stopped working
871,435,KO5FKPA2TVMXQYJR,2023-07-06,121522,trunk wont open
872,193,EQ4F1SRIKOMFRQ8L,2025-07-24,218311,battery keeps dying overnight
873,137,IP35T54GYLBI18A2,2023-01-21,165766,door lock is stuck
874,124,9VVN5X48PW5K0JJS,2025-08-19,79779,trunk wont open
875,242,GPYNYJ0UFO2HOQ5E,2023-12-21,158992,smoke coming from under hood
876,89,O7PLR1X08K4L2LJZ,2025-02-25,201582,suspension feels bouncy
877,355,RG1YD5MY3GDILK1Q,2022-09-10,202456,car wont start in the morning
878,106,CGJU2T0JESGQ4BVP,2025-04-30,115072,steering wheel shakes when braking
879,133,ZUFDNU4I5YMQT3DG,2021-09-07,233620,engine is making a weird noise
880,410,EE2ABG9SHO5D5AFQ,2023-12-23,127485,brakes feel spongy
881,418,JHMXCQDJ5CUYDA9A,2022-03-29,96942,steering wheel shakes when braking
882,169,ZF0P7KB7IYNO667V,2025-04-13,88123,smell of burning rubber
883,399,3K88RHOEHAPM4YQZ,2022-05-01,208674,check engine light came on
884,175,OZZ9Z76MH8PU9JN0,2020-05-12,211770,windshield wipers not working
885,224,975J2D8CLW3JGEQE,2020-05-17,198586,suspension feels bouncy
886,330,1HYP5MASNPHFC4YG,2024-01-02,109445,radio cuts in and out
887,140,JN4LV11KJALW563C,2023-04-04,68482,radio cuts in and out
888,163,9XFQ1ENNGAY37VG6,2025-11-21,69006,suspension feels bouncy
889,292,FANS0GNH8S2GT30G,2022-10-04,100802,exhaust is louder than usual
890,23,R8IQRT007PCEASEH,2021-06-17,231733,squealing noise when turning
891,275,R9F5IV86ZP1WZ2NA,2020-02-25,170490,smoke coming from under hood
892,325,ZXQOMTS1EGPGVTN4,2020-04-28,127267,smoke coming from under hood
893,103,PSSCP9KJYMJBT35Y,2020-09-02,23386,radio cuts in and out
894,435,KO5FKPA2TVMXQYJR,2024-01-21,158331,clutch pedal feels loose
895,243,5I67ZSOOUKIW8X17,2025-08-17,25621,grinding noise from rear wheels
896,147,C60CJBMUVHGQK820,2023-07-11,223509,brakes feel spongy
897,307,RCKQH3ERAM4BE52S,2023-07-27,184004,rough idle at stoplights
898,350,XRUTT247O0GXAPLI,2023-02-07,211452,power windows stopped working
899,184,3I9LLIFFCVEDQFC1,2023-06-09,86778,car wont start in the morning
900,273,5U04RIPWN3KE9OUJ,2021-01-15,247041,rough idle at stoplights
901,73,78ZWGDQBLUPPH3NW,2025-06-17,138987,door lock is stuck
902,0,4RKGJZOWI1T2EP76,2025-03-05,193887,radio cuts in and out
903,403,3CNFU2HERSNUN446,2024-04-19,109830,coolant warning light on
904,486,ZV3IU6L5NFLTQ680,2020-03-05,165985,radio cuts in and out
905,444,GGAFDR3TGWJ7PUM3,2024-07-13,101694,exhaust is louder than usual
906,80,L3OBOPAB05DWJATE,2020-03-09,103284,rough idle at stoplights
907,78,O1LPPJ1N5T844QH2,2023-02-05,22773,trunk wont open
908,322,XMOE545VYBJH4OUL,2022-08-06,186313,engine is making a weird noise
909,23,L9T15KCK4ZYNFGJ1,2022-01-31,189646,car wont start in the morning
910,9,A67MSWPATOM287C4,2020-03-12,229228,exhaust is louder than usual
911,407,DKITMAF9H3FHVFIJ,2022-09-18,183365,fuel efficiency dropped a lot
912,347,IEKX6MJ53YXHZKIE,2021-09-29,50805,brakes feel spongy
913,355,RG1YD5MY3GDILK1Q,2020-10-02,97944,weird vibration at highway speeds
914,169,KBQNXPVMSR75RMG7,2020-05-12,103591,steering wheel shakes when braking
915,480,LM576M2YVP6MPB4D,2022-09-24,123244,weird vibration at highway speeds
916,233,M1V395ZDHZ6M9BJU,2025-02-01,71409,radio cuts in and out
917,143,9QAZ6FP9XAQS3TGD,2022-12-05,48950,headlights are dim
918,17,LTR9UQRVN2AEJGS5,2021-06-09,221953,engine is making a weird noise
919,115,HAIH7WFRAC8E3PQK,2022-12-11,163782,steering wheel shakes when braking
920,35,3FKEOUBXXQ6MF5QA,2021-11-12,248799,tire pressure warning keeps coming back
921,178,JKS4I2NR1P02JYV6,2022-07-13,174119,clutch pedal feels loose
922,219,8VE00H2K2P3AJFAX,2024-07-22,145842,squealing noise when turning
923,198,A6U48GWGHM56VU6Z,2023-05-23,130584,car pulls to the left when braking
924,413,B4NTHZM32HZS32D1,2024-02-10,58360,brakes feel spongy
925,214,O8G8HZMVYD47DZNA,2021-08-01,7270,car overheating in traffic
926,433,W0PN524KSKWECY9A,2022-12-31,56274,abs light is on
927,194,KLI7V12J21TELO9L,2020-11-17,145119,car overheating in traffic
928,72,38ZKRG6WMZ0ZCSSF,2024-02-02,143209,windshield wipers not working
929,211,OPO6J0M3LOUFHW8W,2023-09-04,133177,exhaust is louder than usual
930,175,OZZ9Z76MH8PU9JN0,2025-11-10,217034,steering wheel shakes when braking
931,57,NIA2Y7VFHPD6VQ81,2021-11-30,245300,coolant warning light on
932,21,8WYAQTFLVM8NYZHH,2025-10-26,99635,clutch pedal feels loose
933,420,V47LZN9UHJPKHF33,2023-11-14,125773,smell of burning rubber
934,447,XUNHU25Z8KQ86YNI,2022-04-21,61395,smoke coming from under hood
935,188,Y0BHF0RIY4KL9ARY,2025-12-21,86539,smell of burning rubber
936,103,PSSCP9KJYMJBT35Y,2020-06-17,148584,radio cuts in and out
937,294,RWSF5PAE9Z5JL6UF,2020-09-23,144688,clutch pedal feels loose
938,362,J8PMOZKNHPVRWBRB,2022-11-27,54565,ac is blowing warm air
939,426,Q44DVVPGB8IY525F,2021-10-05,86725,car pulls to the left when braking
940,77,M27O19QTG15XD82I,2025-03-12,155531,radio cuts in and out
941,185,1MYLQJJBFSA5UZLZ,2021-02-20,225310,transmission slipping between gears
942,180,K4O67BXCD20J1OUL,2025-04-18,45563,abs light is on
943,223,VK1PBCD6FXNOQ37K,2020-12-22,28770,steering wheel shakes when braking
944,497,2YGYZTHQSE0KIVWM,2022-10-18,56548,brakes feel spongy
945,292,FANS0GNH8S2GT30G,2022-03-12,100012,smoke coming from under hood
946,44,BEDYEJHDZXQ3P87J,2022-07-04,89076,check engine light came on
947,89,UPMANQY0HU97NG0A,2023-06-12,216934,steering wheel shakes when braking
948,379,HG0U43QLX3F2XHDC,2025-12-22,120592,brakes feel spongy
949,34,1FS324ERTL15E166,2020-07-13,239278,fuel efficiency dropped a lot
950,456,LSOGWIBJB6M9NWYU,2023-05-26,165933,door lock is stuck
951,293,4DX6UZS1XKE1KWON,2024-07-24,124699,radio cuts in and out
952,216,JJTB8QOP82J3TPS8,2023-06-05,201427,exhaust is louder than usual
953,183,FTYLAVZME9WT00IV,2022-01-22,210281,fuel efficiency dropped a lot
954,147,C60CJBMUVHGQK820,2024-07-23,42056,fuel efficiency dropped a lot
955,37,JS18L9GJ4ANLIOBL,2021-09-17,94454,check engine light came on
956,360,BAEPG25PU9H9FB02,2020-12-02,184420,tire pressure warning keeps coming back
957,380,ZJFY4W8TR98W07FI,2024-09-13,11005,car pulls to the left when braking
958,130,S83GYZIEPO772NRC,2021-01-17,104755,engine is making a weird noise
959,475,ELALQ26UNVSDKV54,2022-10-21,46952,ac is blowing warm air
960,346,DAO13TB25ICCPKLV,2021-08-02,145390,squealing noise when turning
961,454,423H7T6UDOJY6G10,2020-12-08,44831,windshield wipers not working
962,299,52A97PNFIRCVCZ8P,2024-07-05,248235,transmission slipping between gears
963,82,EHDM6K6HGQ6SRP7B,2024-04-11,224062,ac is blowing warm air
964,414,QSA11PTKFTUWFV2T,2023-01-14,55738,car wont start in the morning
965,151,HZTAY12YIVFQSX50,2020-01-16,200495,engine is making a weird noise
966,210,H0CD8A2IBCLTRH9V,2023-12-11,41477,car wont start in the morning
967,448,TXB1761M3J1HA0W5,2025-02-10,149511,check engine light came on
968,45,LNKKUO4JH9JPDMN1,2020-05-04,43212,check engine light came on
969,83,A70TGO5AWLGITIZ7,2022-12-30,244303,coolant warning light on
970,161,EKT292MI560TOHXW,2021-06-11,197680,battery keeps dying overnight
971,89,O7PLR1X08K4L2LJZ,2021-08-15,37006,fuel efficiency dropped a lot
972,234,1PY6Q9YL16ZV8U0L,2023-10-02,82395,transmission slipping between gears
973,49,4JM8C9TFLDY3YGQA,2025-09-27,182443,abs light is on
974,78,30X8BNMJSXTDHDX1,2021-08-26,190203,tire pressure warning keeps coming back
975,434,DIRL481XLAXHNOC2,2024-04-05,9177,check engine light came on
976,68,CD3IRVXD2ZU4NS7N,2022-01-15,50482,battery keeps dying overnight
977,146,O7ERC4R6S34A1NFX,2024-01-08,210304,smoke coming from under hood
978,17,76QWVGFRI7FZ5XBI,2025-01-21,74072,suspension feels bouncy
979,100,UQJJ1GJPMH3UQ1AM,2020-04-05,15920,battery keeps dying overnight
980,308,Y32I3PJ7K99BV2J3,2024-05-25,119203,trunk wont open
981,362,Y6RKVNDXJN7DE0L1,2021-01-19,14247,abs light is on
982,106,CGJU2T0JESGQ4BVP,2023-12-22,169365,squealing noise when turning
983,54,Q8R4HC7JVLCG1J5E,2025-07-08,139957,rough idle at stoplights
984,274,3R4SIP4B8J4ZXD82,2024-04-09,195842,car overheating in traffic
985,96,DFLD9CBA7263RJK4,2022-04-23,24416,power windows stopped working
986,48,XLE0BCT324ZBL5KZ,2021-06-08,114232,abs light is on
987,378,IDSECHU3YCPKAVM9,2020-12-27,236924,car pulls to the left when braking
988,256,9WRR513BB6F05EP4,2023-02-18,7391,car wont start in the morning
989,26,72I2F8RPJX0WUZLL,2025-01-05,179433,abs light is on
990,374,BAYKIS11D2MRMTXJ,2025-09-15,61182,engine is making a weird noise
991,399,FH70M9OHDSRS8ANP,2022-11-16,36785,smoke coming from under hood
992,29,QJ4PZC5YPOH41OF7,2022-10-04,196326,coolant warning light on
993,241,8BYCZNYRB9J52OYY,2023-04-02,154300,steering wheel shakes when braking
994,348,GJVSDBIDE6UITJ5Z,2025-02-25,73056,suspension feels bouncy
995,27,ZYFGGK82P5YRO1WO,2022-08-13,99814,steering wheel shakes when braking
996,165,MOCTCLKA9LZ57V4N,2022-09-07,152008,grinding noise from rear wheels
997,422,Q6FWTV1DJJZQFE8E,2024-08-01,197785,car wont start in the morning
998,350,FESYAXYPBP0E36S2,2023-09-19,219977,radio cuts in and out
999,240,GTEFR6MQW7673UBL,2024-06-01,177361,car wont start in the morning
1000,4,M7DBFPMGP6YWK5JR,2025-09-22,72068,smell of burning rubber
1001,363,TGDK4SNV9RR49HQW,2025-12-05,218566,radio cuts in and out
1002,119,6T0OTGPEQCYH207X,2021-09-03,104614,grinding noise from rear wheels
1003,211,OPO6J0M3LOUFHW8W,2025-12-30,207977,door lock is stuck
1004,247,7UXHVDHGUESXNU4V,2021-11-05,142766,trunk wont open
1005,423,8U1QP2WNV2MK48J4,2021-03-29,204265,rough idle at stoplights
1006,396,8EGP15CA8ZJSW5PQ,2024-03-09,69348,weird vibration at highway speeds
1007,193,EQ4F1SRIKOMFRQ8L,2025-09-19,240478,rough idle at stoplights
1008,395,AU5IK31YUW2TGRTF,2023-05-05,145293,door lock is stuck
1009,9,96GORCPACQ5AH9OG,2024-08-04,242672,windshield wipers not working
1010,137,IP35T54GYLBI18A2,2024-06-23,165120,battery keeps dying overnight
1011,250,K9D643J2X9A6TDV9,2025-05-18,62359,battery keeps dying overnight
1012,301,WLF9YXAM97YOFCX7,2025-04-29,222828,exhaust is louder than usual
1013,486,MOUZE66VW9B0MQOQ,2024-01-03,65568,windshield wipers not working
1014,123,7D7GDLWAGAWQ57LY,2023-08-13,130193,abs light is on
1015,210,H0CD8A2IBCLTRH9V,2021-10-11,162207,tire pressure warning keeps coming back
1016,454,423H7T6UDOJY6G10,2025-02-16,76968,battery keeps dying overnight
1017,307,RCKQH3ERAM4BE52S,2023-04-07,190009,rough idle at stoplights
1018,117,JR211PV58Y9N81DJ,2024-12-22,117339,exhaust is louder than usual
1019,227,5EZ6IZ8ER6U0ESTI,2021-04-27,175895,suspension feels bouncy
1020,109,UMKVGG4NP4D8J2X7,2022-11-19,116254,exhaust is louder than usual
1021,496,9W5N9C70PA8JX54P,2024-07-22,165727,car overheating in traffic
1022,238,B8NMT3YPS4SYBHQG,2024-01-07,206196,smell of burning rubber
1023,78,GKHVLUCNJ0HYL77V,2021-04-02,86443,fuel efficiency dropped a lot
1024,230,SPJ9WRDPLFE19BCD,2024-10-14,143775,oil leak under the car
1025,4,GBO06FHRXJPT2ZL1,2022-04-26,153301,car overheating in traffic
1026,214,O8G8HZMVYD47DZNA,2021-03-27,20997,power windows stopped working
1027,223,HVL66SAJXXO9ZJCU,2023-09-02,27508,grinding noise from rear wheels
1028,118,GSV5E033DZQQ5EB9,2023-02-24,50233,ac is blowing warm air
1029,12,3OV9JYDFZDTC5PAY,2022-05-30,204052,steering wheel shakes when braking
1030,90,MQADW9UFZDEPCGWL,2024-04-11,130723,squealing noise when turning
1031,71,2Z6M81RJWPX5ZJ2O,2025-10-30,153825,smell of burning rubber
1032,465,EYZILJ29JB8JXKQ0,2020-07-20,176679,brakes feel spongy
1033,31,QA78CUHCZTGZOHC7,2020-02-03,76983,suspension feels bouncy
1034,413,B4NTHZM32HZS32D1,2023-05-13,243548,coolant warning light on
1035,2,34OGWPNXZDZB5F5T,2023-09-28,224809,smoke coming from under hood
1036,19,TZA7UY4SAEQ1ZQ8D,2022-09-18,201018,car overheating in traffic
1037,314,G770XDHJ5SC36U9C,2025-06-13,109921,car pulls to the left when braking
1038,157,FPPWC1QY9MBAAXA3,2023-01-21,73475,squealing noise when turning
1039,248,05XT54FN5G77LK6H,2021-09-23,69237,abs light is on
1040,306,E9VAR2PZ6NTPBPZC,2024-11-26,166232,car wont start in the morning
1041,327,PVSF5YC9LUERJQEN,2021-07-18,170935,car wont start in the morning
1042,74,5XIXGSPLTI899A44,2023-09-24,169921,radio cuts in and out
1043,313,KWOALF4V1TXH376Z,2023-05-09,247530,fuel efficiency dropped a lot
1044,151,HZTAY12YIVFQSX50,2021-09-19,33071,trunk wont open
1045,483,ONDHKBRJIGLG08YV,2024-12-25,112156,radio cuts in and out
1046,205,YE71TWD96HHWMF1G,2025-08-15,215506,car overheating in traffic
1047,193,L66YA6BA24S0LGUP,2024-01-03,27411,exhaust is louder than usual
